InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Year,Month,Day,DayOfWeek,DayName,Hour,DaysSinceLatest
569570,21844,RED RETROSPOT MUG,252,2023-10-05 10:06:00,2.55,16684,United Kingdom,642.5999999999999,2023,10,5,3,Thursday,10,65
572475,22816,CARD MOTORBIKE SANTA,12,2023-10-24 13:37:00,0.42,15271,United Kingdom,5.04,2023,10,24,1,Tuesday,13,45
553221,22668,PINK BABY BUNTING,15,2023-05-16 09:58:00,2.95,16607,United Kingdom,44.25,2023,5,16,1,Tuesday,9,207
546875,23193,BUFFALO BILL TREASURE BOOK BOX,8,2023-03-17 16:38:00,2.25,12514,Italy,18.0,2023,3,17,4,Friday,16,266
580298,23444,Next Day Carriage,1,2023-12-02 13:54:00,15.0,17086,United Kingdom,15.0,2023,12,2,5,Saturday,13,6
564342,22099,CARAVAN SQUARE TISSUE BOX,1,2023-08-24 14:53:00,0.39,16340,United Kingdom,0.39,2023,8,24,3,Thursday,14,106
538744,22629,SPACEBOY LUNCH BOX ,3,2022-12-14 11:26:00,1.95,15356,United Kingdom,5.85,2022,12,14,2,Wednesday,11,360
554350,21539,RED RETROSPOT BUTTER DISH,3,2023-05-24 08:51:00,4.95,13523,United Kingdom,14.85,2023,5,24,2,Wednesday,8,199
568191,22941,CHRISTMAS LIGHTS 10 REINDEER,6,2023-09-25 14:37:00,8.5,16655,United Kingdom,51.0,2023,9,25,0,Monday,14,74
567339,23169,CLASSIC GLASS COOKIE JAR,6,2023-09-19 15:01:00,4.15,14146,United Kingdom,24.9,2023,9,19,1,Tuesday,15,80
573830,79160,HEART SHAPE WIRELESS DOORBELL,3,2023-11-01 11:35:00,2.1,16960,United Kingdom,6.300000000000001,2023,11,1,2,Wednesday,11,38
570983,23321,SMALL WHITE HEART OF WICKER,3,2023-10-13 11:57:00,1.65,14963,United Kingdom,4.949999999999999,2023,10,13,4,Friday,11,57
549320,22266,EASTER DECORATION HANGING BUNNY,4,2023-04-08 10:14:00,0.65,16010,United Kingdom,2.6,2023,4,8,5,Saturday,10,245
559557,23242,TREASURE TIN BUFFALO BILL ,6,2023-07-11 10:33:00,2.08,17444,Canada,12.48,2023,7,11,1,Tuesday,10,151
543821,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2023-02-14 09:24:00,4.95,17667,United Kingdom,14.85,2023,2,14,1,Tuesday,9,298
552469,22717,CARD DOG AND BALL ,12,2023-05-09 15:34:00,0.42,12867,United Kingdom,5.04,2023,5,9,1,Tuesday,15,213
568577,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2023-09-28 09:41:00,9.95,15301,United Kingdom,19.9,2023,9,28,3,Thursday,9,72
575848,22222,CAKE PLATE LOVEBIRD WHITE,1,2023-11-11 12:10:00,4.95,14178,United Kingdom,4.95,2023,11,11,5,Saturday,12,28
574677,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2023-11-06 12:32:00,0.55,16445,United Kingdom,0.55,2023,11,6,0,Monday,12,33
574532,23439,HAND WARMER RED LOVE HEART,12,2023-11-04 14:19:00,2.1,15676,United Kingdom,25.200000000000003,2023,11,4,5,Saturday,14,34
559668,22469,HEART OF WICKER SMALL,12,2023-07-11 13:40:00,1.65,13394,United Kingdom,19.8,2023,7,11,1,Tuesday,13,150
554161,22624,IVORY KITCHEN SCALES,2,2023-05-23 11:49:00,8.5,12464,Belgium,17.0,2023,5,23,1,Tuesday,11,200
572194,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2023-10-21 11:43:00,0.42,17832,United Kingdom,0.42,2023,10,21,5,Saturday,11,49
565453,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2023-09-04 16:05:00,2.95,15136,United Kingdom,35.400000000000006,2023,9,4,0,Monday,16,95
568665,22383,LUNCH BAG SUKI DESIGN ,10,2023-09-28 12:52:00,1.65,13018,United Kingdom,16.5,2023,9,28,3,Thursday,12,71
574501,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4,2023-11-04 13:15:00,2.95,12577,France,11.8,2023,11,4,5,Saturday,13,34
576695,23394,POSTE FRANCE CUSHION COVER,1,2023-11-16 12:25:00,3.75,16469,United Kingdom,3.75,2023,11,16,3,Thursday,12,23
572301,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2023-10-23 14:41:00,4.95,16794,United Kingdom,4.95,2023,10,23,0,Monday,14,46
555841,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2023-06-07 12:47:00,2.95,14583,United Kingdom,2.95,2023,6,7,2,Wednesday,12,185
578488,22555,PLASTERS IN TIN STRONGMAN,1,2023-11-24 12:53:00,1.65,12784,Portugal,1.65,2023,11,24,4,Friday,12,14
558538,22382,LUNCH BAG SPACEBOY DESIGN ,2,2023-06-30 12:12:00,1.65,15005,United Kingdom,3.3,2023,6,30,4,Friday,12,162
550000,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2023-04-14 09:18:00,1.65,17058,United Kingdom,19.8,2023,4,14,4,Friday,9,239
537622,15056N,EDWARDIAN PARASOL NATURAL,2,2022-12-07 14:30:00,5.95,13173,United Kingdom,11.9,2022,12,7,2,Wednesday,14,366
551305,22508,DOORSTOP RETROSPOT HEART,4,2023-04-27 14:58:00,3.75,16145,United Kingdom,15.0,2023,4,27,3,Thursday,14,225
546426,23230,WRAP ALPHABET DESIGN,25,2023-03-13 13:46:00,0.42,13708,United Kingdom,10.5,2023,3,13,0,Monday,13,270
579069,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,2023-11-28 10:31:00,1.25,14911,EIRE,15.0,2023,11,28,1,Tuesday,10,11
557636,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,2023-06-21 15:41:00,1.25,17841,United Kingdom,7.5,2023,6,21,2,Wednesday,15,170
551148,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,48,2023-04-26 14:12:00,0.95,15939,United Kingdom,45.6,2023,4,26,2,Wednesday,14,226
548276,22716,CARD CIRCUS PARADE,24,2023-03-30 11:39:00,0.42,17863,United Kingdom,10.08,2023,3,30,3,Thursday,11,254
547081,48138,DOORMAT UNION FLAG,2,2023-03-20 15:07:00,7.95,14205,United Kingdom,15.9,2023,3,20,0,Monday,15,263
574673,21329,DINOSAURS  WRITING SET ,1,2023-11-06 12:26:00,1.65,15555,United Kingdom,1.65,2023,11,6,0,Monday,12,33
565684,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,2023-09-06 10:46:00,1.65,16455,United Kingdom,9.9,2023,9,6,2,Wednesday,10,94
557764,20727,LUNCH BAG  BLACK SKULL.,12,2023-06-22 14:21:00,1.65,13089,United Kingdom,19.8,2023,6,22,3,Thursday,14,169
562023,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2023-08-01 15:57:00,2.1,16814,United Kingdom,12.6,2023,8,1,1,Tuesday,15,129
546765,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2023-03-16 14:37:00,0.85,12437,France,10.2,2023,3,16,3,Thursday,14,267
575837,23189,SET OF 12 FORK CANDLES,1,2023-11-11 11:37:00,2.89,12748,United Kingdom,2.89,2023,11,11,5,Saturday,11,28
566932,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2023-09-15 15:29:00,1.25,17576,United Kingdom,15.0,2023,9,15,4,Friday,15,84
576076,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2023-11-13 16:18:00,0.85,14382,United Kingdom,0.85,2023,11,13,0,Monday,16,25
554181,22686,FRENCH BLUE METAL DOOR SIGN No,12,2023-05-23 12:09:00,1.25,13078,United Kingdom,15.0,2023,5,23,1,Tuesday,12,200
555577,21539,RED RETROSPOT BUTTER DISH,3,2023-06-05 15:53:00,4.95,15301,United Kingdom,14.85,2023,6,5,0,Monday,15,186
574714,23313,VINTAGE CHRISTMAS BUNTING,1,2023-11-06 14:29:00,4.95,15427,United Kingdom,4.95,2023,11,6,0,Monday,14,32
544097,84836,ZINC METAL HEART DECORATION,48,2023-02-16 09:56:00,1.25,12455,Cyprus,60.0,2023,2,16,3,Thursday,9,296
545067,22469,HEART OF WICKER SMALL,2,2023-02-27 14:49:00,1.65,17894,United Kingdom,3.3,2023,2,27,0,Monday,14,284
556912,23256,CHILDRENS CUTLERY SPACEBOY ,1,2023-06-15 13:26:00,4.15,15005,United Kingdom,4.15,2023,6,15,3,Thursday,13,176
567504,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2023-09-20 14:33:00,0.85,13356,United Kingdom,10.2,2023,9,20,2,Wednesday,14,79
576339,84991,60 TEATIME FAIRY CAKE CASES,2,2023-11-14 15:27:00,1.25,14096,United Kingdom,2.5,2023,11,14,1,Tuesday,15,24
575753,84509B,SET OF 4 FAIRY CAKE PLACEMATS,1,2023-11-11 10:41:00,3.75,17841,United Kingdom,3.75,2023,11,11,5,Saturday,10,28
546422,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2023-03-13 11:38:00,2.95,15547,United Kingdom,8.850000000000001,2023,3,13,0,Monday,11,271
562370,23311,VINTAGE CHRISTMAS STOCKING ,12,2023-08-04 14:20:00,2.55,12626,Germany,30.6,2023,8,4,4,Friday,14,126
574746,23582,VINTAGE DOILY JUMBO BAG RED ,30,2023-11-07 08:30:00,2.08,16523,United Kingdom,62.400000000000006,2023,11,7,1,Tuesday,8,32
564173,22492,MINI PAINT SET VINTAGE ,36,2023-08-23 14:23:00,0.65,12567,France,23.4,2023,8,23,2,Wednesday,14,107
580653,21172,PARTY METAL SIGN ,12,2023-12-05 13:34:00,1.45,17706,United Kingdom,17.4,2023,12,5,1,Tuesday,13,3
564092,22692,DOORMAT WELCOME TO OUR HOME,6,2023-08-23 10:24:00,7.95,13767,United Kingdom,47.7,2023,8,23,2,Wednesday,10,108
574733,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2023-11-06 15:17:00,2.95,17082,United Kingdom,17.700000000000003,2023,11,6,0,Monday,15,32
540856,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2023-01-12 10:16:00,3.95,16655,United Kingdom,15.8,2023,1,12,3,Thursday,10,331
547882,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,24,2023-03-28 07:53:00,0.85,14911,EIRE,20.4,2023,3,28,1,Tuesday,7,256
574691,22227,HANGING HEART MIRROR DECORATION ,6,2023-11-06 13:17:00,0.65,14174,United Kingdom,3.9,2023,11,6,0,Monday,13,32
568316,21733,RED HANGING HEART T-LIGHT HOLDER,2,2023-09-26 13:21:00,2.95,16407,United Kingdom,5.9,2023,9,26,1,Tuesday,13,73
537818,21888,BINGO SET,8,2022-12-08 13:53:00,3.75,12766,Portugal,30.0,2022,12,8,3,Thursday,13,365
574032,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2023-11-02 12:37:00,1.25,17754,United Kingdom,15.0,2023,11,2,3,Thursday,12,37
542107,82581,TOILET METAL SIGN,3,2023-01-25 13:38:00,0.55,16222,United Kingdom,1.65,2023,1,25,2,Wednesday,13,317
550712,22087,PAPER BUNTING WHITE LACE,12,2023-04-20 11:06:00,2.95,15159,United Kingdom,35.400000000000006,2023,4,20,3,Thursday,11,233
539593,22271,FELTCRAFT DOLL ROSIE,6,2022-12-20 13:31:00,2.95,13319,United Kingdom,17.700000000000003,2022,12,20,1,Tuesday,13,353
568662,22469,HEART OF WICKER SMALL,1,2023-09-28 12:36:00,1.65,16764,United Kingdom,1.65,2023,9,28,3,Thursday,12,72
566298,22534,MAGIC DRAWING SLATE SPACEBOY ,12,2023-09-11 15:52:00,0.42,14030,United Kingdom,5.04,2023,9,11,0,Monday,15,88
556576,22109,FULL ENGLISH BREAKFAST PLATE,1,2023-06-13 13:55:00,3.75,14606,United Kingdom,3.75,2023,6,13,1,Tuesday,13,178
546365,22423,REGENCY CAKESTAND 3 TIER,1,2023-03-11 11:35:00,12.75,12520,Germany,12.75,2023,3,11,5,Saturday,11,273
542629,85014A,BLACK/BLUE POLKADOT UMBRELLA,96,2023-01-31 09:57:00,4.95,12731,France,475.2000000000001,2023,1,31,1,Tuesday,9,312
539446,22223,CAKE PLATE LOVEBIRD PINK,3,2022-12-17 15:58:00,4.95,12705,Germany,14.85,2022,12,17,5,Saturday,15,356
560025,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2023-07-14 13:00:00,1.65,18283,United Kingdom,1.65,2023,7,14,4,Friday,13,147
561037,23251,VINTAGE RED ENAMEL TRIM MUG ,12,2023-07-24 11:55:00,1.25,12472,Germany,15.0,2023,7,24,0,Monday,11,138
555195,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-06-01 11:27:00,2.95,15240,United Kingdom,17.700000000000003,2023,6,1,3,Thursday,11,191
547897,22269,EGG CUP NATURAL CHICKEN,8,2023-03-28 11:36:00,1.25,12792,Portugal,10.0,2023,3,28,1,Tuesday,11,256
565737,22866,HAND WARMER SCOTTY DOG DESIGN,5,2023-09-06 12:27:00,2.1,16400,United Kingdom,10.5,2023,9,6,2,Wednesday,12,94
551549,84991,60 TEATIME FAIRY CAKE CASES,24,2023-05-03 09:46:00,0.55,17501,United Kingdom,13.2,2023,5,3,2,Wednesday,9,220
560271,22614,PACK OF 12 SPACEBOY TISSUES,1,2023-07-17 14:51:00,0.29,16474,United Kingdom,0.29,2023,7,17,0,Monday,14,144
544657,22087,PAPER BUNTING WHITE LACE,6,2023-02-22 13:08:00,2.95,14895,United Kingdom,17.700000000000003,2023,2,22,2,Wednesday,13,289
546009,37423,WHITE WITH BLACK CATS PLATE,48,2023-03-08 15:45:00,0.39,16426,United Kingdom,18.72,2023,3,8,2,Wednesday,15,275
549372,22505,MEMO BOARD COTTAGE DESIGN,2,2023-04-08 11:28:00,4.95,14958,United Kingdom,9.9,2023,4,8,5,Saturday,11,245
571883,22944,CHRISTMAS METAL POSTCARD WITH BELLS,6,2023-10-19 13:58:00,0.39,14704,United Kingdom,2.34,2023,10,19,3,Thursday,13,50
565682,22998,TRAVEL CARD WALLET KEEP CALM,1,2023-09-06 10:42:00,0.42,14796,United Kingdom,0.42,2023,9,6,2,Wednesday,10,94
572457,22379,RECYCLING BAG RETROSPOT ,10,2023-10-24 12:44:00,2.1,12594,Italy,21.0,2023,10,24,1,Tuesday,12,46
549690,47422,ASSORTED MONKEY SUCTION CUP HOOK,1,2023-04-11 13:41:00,0.42,17841,United Kingdom,0.42,2023,4,11,1,Tuesday,13,241
538626,21877,HOME SWEET HOME MUG,6,2022-12-13 12:57:00,1.25,17338,United Kingdom,7.5,2022,12,13,1,Tuesday,12,360
541015,22795,SWEETHEART RECIPE BOOK STAND,2,2023-01-13 11:57:00,6.75,16315,United Kingdom,13.5,2023,1,13,4,Friday,11,330
557950,23096,PETIT TRAY CHIC,2,2023-06-23 17:35:00,1.65,17848,United Kingdom,3.3,2023,6,23,4,Friday,17,168
554520,22683,FRENCH BLUE METAL DOOR SIGN 8,1,2023-05-24 17:03:00,1.25,17841,United Kingdom,1.25,2023,5,24,2,Wednesday,17,198
550196,22294,HEART FILIGREE DOVE  SMALL,2,2023-04-15 10:09:00,1.25,14796,United Kingdom,2.5,2023,4,15,5,Saturday,10,238
550837,22356,CHARLOTTE BAG PINK POLKADOT,10,2023-04-21 11:03:00,0.85,15034,United Kingdom,8.5,2023,4,21,4,Friday,11,232
564359,85054,FRENCH ENAMEL POT W LID,1,2023-08-24 16:02:00,2.95,14056,United Kingdom,2.95,2023,8,24,3,Thursday,16,106
565590,85152,HAND OVER THE CHOCOLATE   SIGN ,35,2023-09-05 13:53:00,1.66,16029,United Kingdom,58.1,2023,9,5,1,Tuesday,13,94
577228,22210,WOOD STAMP SET BEST WISHES,1,2023-11-18 12:07:00,0.83,12391,Cyprus,0.83,2023,11,18,5,Saturday,12,21
547102,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2023-03-21 10:41:00,6.35,14245,United Kingdom,12.7,2023,3,21,1,Tuesday,10,263
573778,23170,REGENCY TEA PLATE ROSES ,48,2023-11-01 10:56:00,1.45,18092,United Kingdom,69.6,2023,11,1,2,Wednesday,10,38
567794,22380,TOY TIDY SPACEBOY  ,5,2023-09-22 11:41:00,2.1,17581,United Kingdom,10.5,2023,9,22,4,Friday,11,78
570247,23317,BLUE REFECTORY CLOCK ,2,2023-10-10 08:23:00,9.95,15193,United Kingdom,19.9,2023,10,10,1,Tuesday,8,60
549316,22993,SET OF 4 PANTRY JELLY MOULDS,12,2023-04-08 09:54:00,1.25,12705,Germany,15.0,2023,4,8,5,Saturday,9,245
579667,23498,CLASSIC BICYCLE CLIPS ,1,2023-11-30 12:32:00,1.45,16361,United Kingdom,1.45,2023,11,30,3,Thursday,12,9
542107,20798,CLEAR MILKSHAKE GLASS,2,2023-01-25 13:38:00,2.1,16222,United Kingdom,4.2,2023,1,25,2,Wednesday,13,317
536674,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2022-12-02 12:16:00,1.95,15923,United Kingdom,1.95,2022,12,2,4,Friday,12,372
554036,22697,GREEN REGENCY TEACUP AND SAUCER,6,2023-05-20 14:11:00,2.95,13767,United Kingdom,17.700000000000003,2023,5,20,5,Saturday,14,202
575950,22572,ROCKING HORSE GREEN CHRISTMAS ,48,2023-11-13 11:53:00,0.85,16983,United Kingdom,40.8,2023,11,13,0,Monday,11,26
548622,85061W,WHITE JEWELLED HEART DECORATION,24,2023-04-01 12:09:00,0.85,13636,United Kingdom,20.4,2023,4,1,5,Saturday,12,252
570246,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2023-10-09 16:22:00,2.95,16921,United Kingdom,5.9,2023,10,9,0,Monday,16,60
553061,23201,JUMBO BAG ALPHABET,4,2023-05-13 11:12:00,2.08,17238,United Kingdom,8.32,2023,5,13,5,Saturday,11,210
538449,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2022-12-12 12:24:00,4.25,17085,United Kingdom,4.25,2022,12,12,0,Monday,12,362
537262,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2022-12-06 11:26:00,3.75,15039,United Kingdom,7.5,2022,12,6,1,Tuesday,11,368
557268,23245,SET OF 3 REGENCY CAKE TINS,2,2023-06-19 11:26:00,4.95,13097,United Kingdom,9.9,2023,6,19,0,Monday,11,173
575199,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2023-11-09 09:48:00,0.55,12921,United Kingdom,13.2,2023,11,9,3,Thursday,9,30
543481,20979,36 PENCILS TUBE RED RETROSPOT,1,2023-02-08 16:25:00,1.25,14606,United Kingdom,1.25,2023,2,8,2,Wednesday,16,303
575960,22993,SET OF 4 PANTRY JELLY MOULDS,1,2023-11-13 12:28:00,1.25,15429,United Kingdom,1.25,2023,11,13,0,Monday,12,26
568938,22562,MONSTERS STENCIL CRAFT,2,2023-09-29 14:46:00,1.25,17220,United Kingdom,2.5,2023,9,29,4,Friday,14,70
549746,22191,IVORY DINER WALL CLOCK,12,2023-04-12 10:38:00,7.65,15251,United Kingdom,91.8,2023,4,12,2,Wednesday,10,241
553856,22195,LARGE HEART MEASURING SPOONS,2,2023-05-19 13:28:00,1.65,16813,United Kingdom,3.3,2023,5,19,4,Friday,13,203
559993,22620,4 TRADITIONAL SPINNING TOPS,14,2023-07-14 12:42:00,1.45,14716,United Kingdom,20.3,2023,7,14,4,Friday,12,148
546399,22365,DOORMAT RESPECTABLE HOUSE,2,2023-03-11 14:58:00,7.95,14352,United Kingdom,15.9,2023,3,11,5,Saturday,14,272
574864,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2023-11-07 12:29:00,4.25,14387,United Kingdom,8.5,2023,11,7,1,Tuesday,12,32
546218,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2023-03-10 12:11:00,0.85,14667,United Kingdom,1.7,2023,3,10,4,Friday,12,274
572215,23175,REGENCY MILK JUG PINK ,4,2023-10-21 12:52:00,3.25,12646,USA,13.0,2023,10,21,5,Saturday,12,48
537382,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2022-12-06 13:13:00,4.95,16710,United Kingdom,9.9,2022,12,6,1,Tuesday,13,367
540265,22761,CHEST 7 DRAWER MA CAMPAGNE,1,2023-01-06 10:46:00,24.95,15271,United Kingdom,24.95,2023,1,6,4,Friday,10,337
567164,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2023-09-18 11:51:00,2.08,14487,United Kingdom,2.08,2023,9,18,0,Monday,11,82
580550,90087,CRYSTAL SEA HORSE PHONE CHARM,24,2023-12-05 10:00:00,0.19,13126,United Kingdom,4.5600000000000005,2023,12,5,1,Tuesday,10,4
577469,22551,PLASTERS IN TIN SPACEBOY,2,2023-11-20 11:25:00,1.65,15009,United Kingdom,3.3,2023,11,20,0,Monday,11,19
568193,20727,LUNCH BAG  BLACK SKULL.,20,2023-09-25 14:37:00,1.65,17107,United Kingdom,33.0,2023,9,25,0,Monday,14,74
555124,22185,SLATE TILE NATURAL HANGING,4,2023-05-31 15:26:00,1.65,18204,United Kingdom,6.6,2023,5,31,2,Wednesday,15,191
559654,23209,LUNCH BAG DOILEY PATTERN ,30,2023-07-11 12:54:00,1.65,13098,United Kingdom,49.5,2023,7,11,1,Tuesday,12,150
566047,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2023-09-08 14:19:00,0.83,17370,United Kingdom,9.96,2023,9,8,4,Friday,14,91
579711,23354,6 GIFT TAGS 50'S CHRISTMAS ,3,2023-11-30 14:17:00,0.83,15060,United Kingdom,2.49,2023,11,30,3,Thursday,14,8
561221,22476,EMPIRE UNION JACK TV DINNER TRAY,3,2023-07-26 09:23:00,4.95,15281,United Kingdom,14.85,2023,7,26,2,Wednesday,9,136
564437,22382,LUNCH BAG SPACEBOY DESIGN ,10,2023-08-25 12:10:00,1.65,13320,United Kingdom,16.5,2023,8,25,4,Friday,12,106
577483,21876,POTTERING MUG,2,2023-11-20 11:50:00,1.65,14502,United Kingdom,3.3,2023,11,20,0,Monday,11,19
574673,23365,SET 12 COLOUR PENCILS LOVE LONDON,3,2023-11-06 12:26:00,0.65,15555,United Kingdom,1.95,2023,11,6,0,Monday,12,33
567822,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2023-09-22 12:54:00,1.95,17644,United Kingdom,15.6,2023,9,22,4,Friday,12,77
554019,22921,HERB MARKER CHIVES ,12,2023-05-20 13:16:00,0.65,17591,United Kingdom,7.800000000000001,2023,5,20,5,Saturday,13,202
573108,23122,PARTY CHARMS 50 PIECES,12,2023-10-27 15:09:00,0.83,12430,Norway,9.96,2023,10,27,4,Friday,15,42
545419,85066,CREAM SWEETHEART MINI CHEST,2,2023-03-02 14:16:00,12.75,15104,United Kingdom,25.5,2023,3,2,3,Thursday,14,281
567306,20685,DOORMAT RED RETROSPOT,2,2023-09-19 13:32:00,7.95,12752,Norway,15.9,2023,9,19,1,Tuesday,13,80
580520,23019,SMALL APOTHECARY MEASURING JAR ,1,2023-12-04 14:55:00,8.25,13521,United Kingdom,8.25,2023,12,4,0,Monday,14,4
539103,21181,PLEASE ONE PERSON METAL SIGN,12,2022-12-16 10:38:00,2.1,16985,United Kingdom,25.200000000000003,2022,12,16,4,Friday,10,358
537489,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2022-12-07 11:33:00,1.65,17017,United Kingdom,16.5,2022,12,7,2,Wednesday,11,367
546784,22921,HERB MARKER CHIVES ,12,2023-03-17 09:49:00,0.65,18189,United Kingdom,7.800000000000001,2023,3,17,4,Friday,9,267
544788,22457,NATURAL SLATE HEART CHALKBOARD ,6,2023-02-23 12:18:00,2.95,13089,United Kingdom,17.700000000000003,2023,2,23,3,Thursday,12,289
569236,22151,PLACE SETTING WHITE HEART,2,2023-10-02 15:49:00,0.42,14432,United Kingdom,0.84,2023,10,2,0,Monday,15,67
557226,47566,PARTY BUNTING,4,2023-06-17 13:39:00,4.95,15805,United Kingdom,19.8,2023,6,17,5,Saturday,13,174
545978,22248,DECORATION  PINK CHICK MAGIC GARDEN,6,2023-03-08 12:19:00,0.85,13975,United Kingdom,5.1,2023,3,8,2,Wednesday,12,276
575731,23333,IVORY WICKER HEART MEDIUM,2,2023-11-10 20:01:00,1.25,13230,United Kingdom,2.5,2023,11,10,4,Friday,20,28
558461,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2023-06-29 15:03:00,2.55,13263,United Kingdom,5.1,2023,6,29,3,Thursday,15,162
566272,23061,VINTAGE EMBOSSED HEART,12,2023-09-11 13:51:00,1.25,14487,United Kingdom,15.0,2023,9,11,0,Monday,13,88
537393,22653,BUTTON BOX ,24,2022-12-06 13:59:00,1.95,13089,United Kingdom,46.8,2022,12,6,1,Tuesday,13,367
546983,22617,BAKING SET SPACEBOY DESIGN,3,2023-03-18 12:27:00,4.95,16626,United Kingdom,14.85,2023,3,18,5,Saturday,12,266
553356,21935,SUKI  SHOULDER BAG,10,2023-05-16 14:05:00,1.65,14038,United Kingdom,16.5,2023,5,16,1,Tuesday,14,206
551656,21936,RED RETROSPOT PICNIC BAG,5,2023-05-03 12:10:00,2.95,14911,EIRE,14.75,2023,5,3,2,Wednesday,12,220
567153,20725,LUNCH BAG RED RETROSPOT,2,2023-09-16 16:25:00,1.65,14056,United Kingdom,3.3,2023,9,16,5,Saturday,16,83
574314,22866,HAND WARMER SCOTTY DOG DESIGN,12,2023-11-03 17:48:00,2.1,13500,United Kingdom,25.200000000000003,2023,11,3,4,Friday,17,35
580296,21914,BLUE HARMONICA IN BOX ,2,2023-12-02 13:49:00,1.25,13780,United Kingdom,2.5,2023,12,2,5,Saturday,13,6
580513,23029,DRAWER KNOB CRACKLE GLAZE GREEN,2,2023-12-04 13:59:00,1.65,14456,United Kingdom,3.3,2023,12,4,0,Monday,13,4
578289,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2023-11-23 14:07:00,1.65,17841,United Kingdom,1.65,2023,11,23,3,Thursday,14,15
552285,22855,FINE WICKER HEART ,2,2023-05-08 12:58:00,1.25,14684,United Kingdom,2.5,2023,5,8,0,Monday,12,214
570754,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2023-10-12 11:40:00,0.83,12633,Germany,9.96,2023,10,12,3,Thursday,11,58
571036,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2023-10-13 12:52:00,0.29,17567,United Kingdom,6.959999999999999,2023,10,13,4,Friday,12,56
572863,23266,SET OF 3 WOODEN STOCKING DECORATION,20,2023-10-26 12:53:00,1.25,17841,United Kingdom,25.0,2023,10,26,3,Thursday,12,43
549250,84836,ZINC METAL HEART DECORATION,12,2023-04-07 12:10:00,1.25,14446,United Kingdom,15.0,2023,4,7,4,Friday,12,246
545408,22802,FAUX FUR CHOCOLATE THROW,2,2023-03-02 12:10:00,19.95,15067,United Kingdom,39.9,2023,3,2,3,Thursday,12,282
576696,21975,PACK OF 60 DINOSAUR CAKE CASES,3,2023-11-16 12:26:00,0.55,16669,United Kingdom,1.65,2023,11,16,3,Thursday,12,23
569144,23309,SET OF 60 I LOVE LONDON CAKE CASES ,23,2023-09-30 15:14:00,0.55,17227,United Kingdom,12.65,2023,9,30,5,Saturday,15,69
571926,23209,LUNCH BAG VINTAGE DOILY ,20,2023-10-19 16:41:00,1.65,16722,United Kingdom,33.0,2023,10,19,3,Thursday,16,50
567980,16225,RATTLE SNAKE EGGS,2,2023-09-23 11:22:00,1.25,15311,United Kingdom,2.5,2023,9,23,5,Saturday,11,77
536557,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2022-12-01 14:41:00,2.1,17841,United Kingdom,2.1,2022,12,1,3,Thursday,14,372
563161,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2023-08-12 12:15:00,0.85,14790,United Kingdom,10.2,2023,8,12,5,Saturday,12,119
